precinct,raceName,name,votePercentage
1006,"Chief Justice, 4th Court of Appeals District",Ren,23.37%
1006,"Chief Justice, 4th Court of Appeals District",Rebeca Martinez ,76.63%
1006,"District Judge, 37th Judicial District",Joseph P. Appelt ,22.98%
1006,"District Judge, 37th Judicial District",Nicole Garza ,77.02%
1006,"District Judge, 144th Judicial District (Unexpired Term)",Melisa Skinner ,26.06%
1006,"District Judge, 144th Judicial District (Unexpired Term)",Michael Mery ,73.94%
1006,"District Judge, 386th Judicial District",Daphne Previti Austin ,22.72%
1006,"District Judge, 386th Judicial District","Jacqueline ""Jackie"" Vald",77.28%
1006,"District Judge, 399th Judicial District",Walden Shelton ,21.80%
1006,"District Judge, 399th Judicial District",Frank J. Castro ,78.20%
1006,"District Judge, 407th Judicial District",Stephani Walsh ,23.05%
1006,"District Judge, 407th Judicial District",Tina Torres ,76.95%
1006,Sheriff,"Gerard C. ""Gerry"" Rickhoff ",20.28%
1006,Sheriff,Javier Salazar ,79.54%
1006,Sheriff,Write-In Totals ,0.18%
1006,County Tax Assessor-Collector,Stephen David Pennington ,22.32%
1006,County Tax Assessor-Collector,Albert Uresti ,77.68%
1006,"County Commissioner, Precinct No. 1",Gabriel Lara ,23.84%
1006,"County Commissioner, Precinct No. 1","Rebeca ""Becky"" Clay-Flores ",76.16%
1006,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,76.08%
1006,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,23.92%
1006,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,82.37%
1006,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,17.63%
1006,Advanced Transportation District - Proposition A,FOR ,69.72%
1006,Advanced Transportation District - Proposition A,AGAINST ,30.28%
1006,SAN ANTONIO ISD - PROPOSITION A,FOR ,70.10%
1006,SAN ANTONIO ISD - PROPOSITION A,AGAINST ,29.90%
1006,SAN ANTONIO ISD - PROPOSITION B,FOR ,71.57%
1006,SAN ANTONIO ISD - PROPOSITION B,AGAINST ,28.43%
1007,President and Vice President,Donald J. Trump ,23.69%
1007,President and Vice President,Joseph R. Biden ,75.80%
1007,President and Vice President,Jo Jorgensen ,0.51%
1007,President and Vice President,Howie Hawkins ,0.00%
1007,President and Vice President,Write-In Totals ,0.00%
1007,United States Senator,John Cornyn ,24.70%
1007,United States Senator,"Mary ""MJ"" Hegar ",72.62%
1007,United States Senator,Kerry Douglas McKennon ,1.34%
1007,United States Senator,David B. Collins ,1.34%
1007,United States Senator,Write-In Totals ,0.00%
1007,"United States Representative, District 20",Mauro Garza ,21.18%
1007,"United States Representative, District 20",Joaquin Castro ,77.76%
1007,"United States Representative, District 20",Jeffrey Blunt ,1.05%
1007,Railroad Commissioner,"James ""Jim"" Wright ",22.53%
1007,Railroad Commissioner,Chrysta Casta,75.33%
1007,Railroad Commissioner,Matt Sterett ,1.73%
1007,Railroad Commissioner,"Katija ""Kat"" Gruene ",0.40%
1007,"Chief Justice, Supreme Court",Nathan Hecht ,22.18%
1007,"Chief Justice, Supreme Court",Amy Clark Meachum ,75.94%
1007,"Chief Justice, Supreme Court",Mark Ash ,1.88%
1007,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,22.18%
1007,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,77.82%
1007,"Justice, Supreme Court, Place 7",Jeff Boyd ,22.55%
1007,"Justice, Supreme Court, Place 7",Staci Williams ,75.03%
1007,"Justice, Supreme Court, Place 7",William Bryan Strange III ,2.42%
1007,"Justice, Supreme Court, Place 8",Brett Busby ,21.64%
1007,"Justice, Supreme Court, Place 8",Gisela D. Triana ,76.34%
1007,"Justice, Supreme Court, Place 8",Tom Oxford ,2.02%
1007,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,23.51%
1007,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,76.49%
1007,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,24.69%
1007,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,75.31%
1007,"Judge, Court of Criminal Appeals, Place 9",David Newell ,23.75%
1007,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,76.25%
1007,"State Senator, District 26",Jos,85.09%
1007,"State Senator, District 26",Juli,14.91%
1007,"State Representative, District 119",George B. Garza ,21.02%
1007,"State Representative, District 119","Elizabeth ""Liz"" Campos ",76.31%
1007,"State Representative, District 119",Arthur M. Thomas IV ,0.94%
1007,"State Representative, District 119",Antonio Padron ,1.74%
1007,"Chief Justice, 4th Court of Appeals District",Ren,21.27%
1007,"Chief Justice, 4th Court of Appeals District",Rebeca Martinez ,78.73%
1007,"District Judge, 37th Judicial District",Joseph P. Appelt ,19.76%
1007,"District Judge, 37th Judicial District",Nicole Garza ,80.24%
1007,"District Judge, 144th Judicial District (Unexpired Term)",Melisa Skinner ,24.22%
1007,"District Judge, 144th Judicial District (Unexpired Term)",Michael Mery ,75.78%
1007,"District Judge, 386th Judicial District",Daphne Previti Austin ,20.75%
1007,"District Judge, 386th Judicial District","Jacqueline ""Jackie"" Vald",79.25%
1007,"District Judge, 399th Judicial District",Walden Shelton ,20.48%
1007,"District Judge, 399th Judicial District",Frank J. Castro ,79.52%
1007,"District Judge, 407th Judicial District",Stephani Walsh ,22.09%
1007,"District Judge, 407th Judicial District",Tina Torres ,77.91%
1007,Sheriff,"Gerard C. ""Gerry"" Rickhoff ",19.50%
1007,Sheriff,Javier Salazar ,80.37%
1007,Sheriff,Write-In Totals ,0.13%
1007,County Tax Assessor-Collector,Stephen David Pennington ,20.35%
1007,County Tax Assessor-Collector,Albert Uresti ,79.65%
1007,"County Commissioner, Precinct No. 1",Gabriel Lara ,22.85%
1007,"County Commissioner, Precinct No. 1","Rebeca ""Becky"" Clay-Flores ",77.15%
1007,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,77.85%
1007,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,22.15%
1007,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,81.99%
1007,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,18.01%
1007,Advanced Transportation District - Proposition A,FOR ,71.39%
1007,Advanced Transportation District - Proposition A,AGAINST ,28.61%
1007,SAN ANTONIO ISD - PROPOSITION A,FOR ,68.98%
1007,SAN ANTONIO ISD - PROPOSITION A,AGAINST ,31.02%
1007,SAN ANTONIO ISD - PROPOSITION B,FOR ,69.34%
1007,SAN ANTONIO ISD - PROPOSITION B,AGAINST ,30.66%
1008,President and Vice President,Donald J. Trump ,15.97%
1008,President and Vice President,Joseph R. Biden ,82.87%
1008,President and Vice President,Jo Jorgensen ,0.69%
1008,President and Vice President,Howie Hawkins ,0.39%
1008,President and Vice President,Write-In Totals ,0.08%
1008,United States Senator,John Cornyn ,17.79%
1008,United States Senator,"Mary ""MJ"" Hegar ",79.29%
1008,United States Senator,Kerry Douglas McKennon ,1.98%
1008,United States Senator,David B. Collins ,0.87%
1008,United States Senator,Write-In Totals ,0.08%
1008,"United States Representative, District 35",Jenny Garcia Sharon ,15.74%
1008,"United States Representative, District 35",Lloyd Doggett ,80.45%
1008,"United States Representative, District 35",Mark Loewe ,1.59%
1008,"United States Representative, District 35",Jason Mata,2.23%
1008,Railroad Commissioner,"James ""Jim"" Wright ",16.72%
1008,Railroad Commissioner,Chrysta Casta,79.08%
1008,Railroad Commissioner,Matt Sterett ,2.22%
1008,Railroad Commissioner,"Katija ""Kat"" Gruene ",1.98%
1008,"Chief Justice, Supreme Court",Nathan Hecht ,16.87%
1008,"Chief Justice, Supreme Court",Amy Clark Meachum ,79.94%
1008,"Chief Justice, Supreme Court",Mark Ash ,3.20%
1008,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,17.59%
1008,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,82.41%
1008,"Justice, Supreme Court, Place 7",Jeff Boyd ,16.47%
1008,"Justice, Supreme Court, Place 7",Staci Williams ,80.96%
1008,"Justice, Supreme Court, Place 7",William Bryan Strange III ,2.57%
1008,"Justice, Supreme Court, Place 8",Brett Busby ,16.09%
1008,"Justice, Supreme Court, Place 8",Gisela D. Triana ,81.59%
1008,"Justice, Supreme Court, Place 8",Tom Oxford ,2.32%
1008,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,18.17%
1008,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,81.83%
1008,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,17.49%
1008,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,82.51%
1008,"Judge, Court of Criminal Appeals, Place 9",David Newell ,18.62%
1008,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,81.38%
1008,"State Senator, District 26",Jos,82.62%
1008,"State Senator, District 26",Juli,17.38%
1008,"Chief Justice, 4th Court of Appeals District",Ren,18.02%
1008,"Chief Justice, 4th Court of Appeals District",Rebeca Martinez ,81.98%
1008,"District Judge, 37th Judicial District",Joseph P. Appelt ,16.18%
1008,"District Judge, 37th Judicial District",Nicole Garza ,83.82%
1008,"District Judge, 144th Judicial District (Unexpired Term)",Melisa Skinner ,20.23%
1008,"District Judge, 144th Judicial District (Unexpired Term)",Michael Mery ,79.77%
1008,"District Judge, 386th Judicial District",Daphne Previti Austin ,16.63%
1008,"District Judge, 386th Judicial District","Jacqueline ""Jackie"" Vald",83.37%
1008,"District Judge, 399th Judicial District",Walden Shelton ,16.84%
1008,"District Judge, 399th Judicial District",Frank J. Castro ,83.16%
1008,"District Judge, 407th Judicial District",Stephani Walsh ,18.20%
1008,"District Judge, 407th Judicial District",Tina Torres ,81.80%
1008,Sheriff,"Gerard C. ""Gerry"" Rickhoff ",17.20%
1008,Sheriff,Javier Salazar ,81.61%
1008,Sheriff,Write-In Totals ,1.19%
1008,County Tax Assessor-Collector,Stephen David Pennington ,20.97%
1008,County Tax Assessor-Collector,Albert Uresti ,79.03%
1008,"County Commissioner, Precinct No. 1",Gabriel Lara ,17.60%
1008,"County Commissioner, Precinct No. 1","Rebeca ""Becky"" Clay-Flores ",82.40%
1008,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,81.67%
1008,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,18.33%
1008,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,83.20%
1008,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,16.80%
1008,Advanced Transportation District - Proposition A,FOR ,77.38%
1008,Advanced Transportation District - Proposition A,AGAINST ,22.62%
1008,SAN ANTONIO ISD - PROPOSITION A,FOR ,70.19%
1008,SAN ANTONIO ISD - PROPOSITION A,AGAINST ,29.81%
1008,SAN ANTONIO ISD - PROPOSITION B,FOR ,74.00%
1008,SAN ANTONIO ISD - PROPOSITION B,AGAINST ,26.00%
1009,President and Vice President,Donald J. Trump ,39.61%
1009,President and Vice President,Joseph R. Biden ,58.20%
1009,President and Vice President,Jo Jorgensen ,1.26%
1009,President and Vice President,Howie Hawkins ,0.67%
1009,President and Vice President,Write-In Totals ,0.25%
1009,United States Senator,John Cornyn ,40.34%
1009,United States Senator,"Mary ""MJ"" Hegar ",56.90%
1009,United States Senator,Kerry Douglas McKennon ,1.81%
1009,United States Senator,David B. Collins ,0.78%
1009,United States Senator,Write-In Totals ,0.17%
1009,"United States Representative, District 23",Tony Gonzales ,39.50%
1009,"United States Representative, District 23",Gina Ortiz Jones ,57.24%
1009,"United States Representative, District 23",Beto Villela ,3.26%
1009,Railroad Commissioner,"James ""Jim"" Wright ",38.50%
1009,Railroad Commissioner,Chrysta Casta,57.97%
1009,Railroad Commissioner,Matt Sterett ,2.24%
1009,Railroad Commissioner,"Katija ""Kat"" Gruene ",1.29%
1009,"Chief Justice, Supreme Court",Nathan Hecht ,38.45%
1009,"Chief Justice, Supreme Court",Amy Clark Meachum ,58.62%
1009,"Chief Justice, Supreme Court",Mark Ash ,2.93%
1009,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,40.66%
1009,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,59.34%
1009,"Justice, Supreme Court, Place 7",Jeff Boyd ,39.69%
1009,"Justice, Supreme Court, Place 7",Staci Williams ,57.98%
1009,"Justice, Supreme Court, Place 7",William Bryan Strange III ,2.33%
1009,"Justice, Supreme Court, Place 8",Brett Busby ,38.77%
1009,"Justice, Supreme Court, Place 8",Gisela D. Triana ,58.98%
1009,"Justice, Supreme Court, Place 8",Tom Oxford ,2.25%
1009,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,40.24%
1009,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,59.76%
1009,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,40.86%
1009,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,59.14%
1009,"Judge, Court of Criminal Appeals, Place 9",David Newell ,41.66%
1009,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,58.34%
1009,"State Senator, District 19","Peter P. ""Pete"" Flores ",40.41%
1009,"State Senator, District 19",Roland Gutierrez ,55.61%
1009,"State Senator, District 19",Jo-Anne Valdivia ,3.97%
1009,"Chief Justice, 4th Court of Appeals District",Ren,39.74%
1009,"Chief Justice, 4th Court of Appeals District",Rebeca Martinez ,60.26%
1009,"District Judge, 37th Judicial District",Joseph P. Appelt ,38.84%
1009,"District Judge, 37th Judicial District",Nicole Garza ,61.16%
1009,"District Judge, 144th Judicial District (Unexpired Term)",Melisa Skinner ,42.20%
1009,"District Judge, 144th Judicial District (Unexpired Term)",Michael Mery ,57.80%
1009,"District Judge, 386th Judicial District",Daphne Previti Austin ,39.76%
1009,"District Judge, 386th Judicial District","Jacqueline ""Jackie"" Vald",60.24%
1009,"District Judge, 399th Judicial District",Walden Shelton ,38.73%
1009,"District Judge, 399th Judicial District",Frank J. Castro ,61.27%
1009,"District Judge, 407th Judicial District",Stephani Walsh ,39.08%
1009,"District Judge, 407th Judicial District",Tina Torres ,60.92%
1009,Sheriff,"Gerard C. ""Gerry"" Rickhoff ",35.46%
1009,Sheriff,Javier Salazar ,63.85%
1009,Sheriff,Write-In Totals ,0.69%
1009,County Tax Assessor-Collector,Stephen David Pennington ,39.81%
1009,County Tax Assessor-Collector,Albert Uresti ,60.19%
1009,"County Commissioner, Precinct No. 1",Gabriel Lara ,39.55%
1009,"County Commissioner, Precinct No. 1","Rebeca ""Becky"" Clay-Flores ",60.45%
1010,President and Vice President,Donald J. Trump ,18.41%
1010,President and Vice President,Joseph R. Biden ,79.60%
1010,President and Vice President,Jo Jorgensen ,0.75%
1010,President and Vice President,Howie Hawkins ,0.25%
1010,President and Vice President,Write-In Totals ,1.00%
1010,United States Senator,John Cornyn ,20.15%
1010,United States Senator,"Mary ""MJ"" Hegar ",76.28%
1010,United States Senator,Kerry Douglas McKennon ,2.04%
1010,United States Senator,David B. Collins ,1.53%
1010,United States Senator,Write-In Totals ,0.00%
1010,"United States Representative, District 35",Jenny Garcia Sharon ,18.72%
1010,"United States Representative, District 35",Lloyd Doggett ,76.67%
1010,"United States Representative, District 35",Mark Loewe ,2.31%
1010,"United States Representative, District 35",Jason Mata,2.31%
1010,Railroad Commissioner,"James ""Jim"" Wright ",18.58%
1010,Railroad Commissioner,Chrysta Casta,78.37%
1010,Railroad Commissioner,Matt Sterett ,1.02%
1010,Railroad Commissioner,"Katija ""Kat"" Gruene ",2.04%
1010,"Chief Justice, Supreme Court",Nathan Hecht ,19.79%
1010,"Chief Justice, Supreme Court",Amy Clark Meachum ,77.38%
1010,"Chief Justice, Supreme Court",Mark Ash ,2.83%
1010,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,19.54%
1010,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,80.46%
1010,"Justice, Supreme Court, Place 7",Jeff Boyd ,20.72%
1010,"Justice, Supreme Court, Place 7",Staci Williams ,77.49%
1010,"Justice, Supreme Court, Place 7",William Bryan Strange III ,1.79%
1010,"Justice, Supreme Court, Place 8",Brett Busby ,17.09%
1010,"Justice, Supreme Court, Place 8",Gisela D. Triana ,80.36%
1010,"Justice, Supreme Court, Place 8",Tom Oxford ,2.55%
1010,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,21.08%
1010,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,78.92%
1010,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,20.10%
1010,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,79.90%
1010,"Judge, Court of Criminal Appeals, Place 9",David Newell ,20.51%
1010,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,79.49%
1010,"State Senator, District 26",Jos,81.30%
1010,"State Senator, District 26",Juli,18.70%
1010,"Chief Justice, 4th Court of Appeals District",Ren,18.67%
1010,"Chief Justice, 4th Court of Appeals District",Rebeca Martinez ,81.33%
1010,"District Judge, 37th Judicial District",Joseph P. Appelt ,18.41%
1010,"District Judge, 37th Judicial District",Nicole Garza ,81.59%
1010,"District Judge, 144th Judicial District (Unexpired Term)",Melisa Skinner ,21.03%
1010,"District Judge, 144th Judicial District (Unexpired Term)",Michael Mery ,78.97%
1010,"District Judge, 386th Judicial District",Daphne Previti Austin ,18.41%
1010,"District Judge, 386th Judicial District","Jacqueline ""Jackie"" Vald",81.59%
1010,"District Judge, 399th Judicial District",Walden Shelton ,17.90%
1010,"District Judge, 399th Judicial District",Frank J. Castro ,82.10%
1010,"District Judge, 407th Judicial District",Stephani Walsh ,20.00%
1010,"District Judge, 407th Judicial District",Tina Torres ,80.00%
1010,Sheriff,"Gerard C. ""Gerry"" Rickhoff ",19.18%
1010,Sheriff,Javier Salazar ,80.56%
1010,Sheriff,Write-In Totals ,0.26%
1010,County Tax Assessor-Collector,Stephen David Pennington ,20.66%
1010,County Tax Assessor-Collector,Albert Uresti ,79.34%
1010,"County Commissioner, Precinct No. 1",Gabriel Lara ,18.88%
1010,"County Commissioner, Precinct No. 1","Rebeca ""Becky"" Clay-Flores ",81.12%
1010,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,80.48%
1010,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,19.52%
1010,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,82.17%
1010,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,17.83%
1010,Advanced Transportation District - Proposition A,FOR ,75.00%
1010,Advanced Transportation District - Proposition A,AGAINST ,25.00%
1010,SAN ANTONIO ISD - PROPOSITION A,FOR ,67.89%
1010,SAN ANTONIO ISD - PROPOSITION A,AGAINST ,32.11%
1010,SAN ANTONIO ISD - PROPOSITION B,FOR ,70.03%
1010,SAN ANTONIO ISD - PROPOSITION B,AGAINST ,29.97%
1011,President and Vice President,Donald J. Trump ,27.27%
1011,President and Vice President,Joseph R. Biden ,70.28%
1011,President and Vice President,Jo Jorgensen ,1.40%
1011,President and Vice President,Howie Hawkins ,0.70%
1011,President and Vice President,Write-In Totals ,0.35%
1011,United States Senator,John Cornyn ,28.98%
1011,United States Senator,"Mary ""MJ"" Hegar ",67.49%
1011,United States Senator,Kerry Douglas McKennon ,1.06%
1011,United States Senator,David B. Collins ,2.47%
1011,United States Senator,Write-In Totals ,0.00%
1011,"United States Representative, District 35",Jenny Garcia Sharon ,24.28%
1011,"United States Representative, District 35",Lloyd Doggett ,70.65%
1011,"United States Representative, District 35",Mark Loewe ,2.17%
1011,"United States Representative, District 35",Jason Mata,2.90%
1011,Railroad Commissioner,"James ""Jim"" Wright ",23.74%
1011,Railroad Commissioner,Chrysta Casta,74.46%
1011,Railroad Commissioner,Matt Sterett ,1.44%
1011,Railroad Commissioner,"Katija ""Kat"" Gruene ",0.36%
1011,"Chief Justice, Supreme Court",Nathan Hecht ,22.74%
1011,"Chief Justice, Supreme Court",Amy Clark Meachum ,74.73%
1011,"Chief Justice, Supreme Court",Mark Ash ,2.53%
1011,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,23.53%
1011,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,76.47%
1011,"Justice, Supreme Court, Place 7",Jeff Boyd ,23.83%
1011,"Justice, Supreme Court, Place 7",Staci Williams ,74.01%
1011,"Justice, Supreme Court, Place 7",William Bryan Strange III ,2.17%
1011,"Justice, Supreme Court, Place 8",Brett Busby ,23.19%
1011,"Justice, Supreme Court, Place 8",Gisela D. Triana ,73.91%
1011,"Justice, Supreme Court, Place 8",Tom Oxford ,2.90%
1011,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,25.91%
1011,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,74.09%
1011,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,26.43%
1011,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,73.57%
1011,"Judge, Court of Criminal Appeals, Place 9",David Newell ,27.17%
1011,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,72.83%
1011,"State Senator, District 19","Peter P. ""Pete"" Flores ",25.00%
1011,"State Senator, District 19",Roland Gutierrez ,70.71%
1011,"State Senator, District 19",Jo-Anne Valdivia ,4.29%
1011,"State Representative, District 118",Adam Salyer ,17.27%
1011,"State Representative, District 118",Leo Pacheco ,81.65%
1011,"State Representative, District 118",Eric Jason Velasquez ,1.08%
1011,"Chief Justice, 4th Court of Appeals District",Ren,22.66%
1011,"Chief Justice, 4th Court of Appeals District",Rebeca Martinez ,77.34%
1011,"District Judge, 37th Judicial District",Joseph P. Appelt ,22.26%
1011,"District Judge, 37th Judicial District",Nicole Garza ,77.74%
1011,"District Judge, 144th Judicial District (Unexpired Term)",Melisa Skinner ,26.74%
1011,"District Judge, 144th Judicial District (Unexpired Term)",Michael Mery ,73.26%
1011,"District Judge, 386th Judicial District",Daphne Previti Austin ,24.09%
1011,"District Judge, 386th Judicial District","Jacqueline ""Jackie"" Vald",75.91%
1011,"District Judge, 399th Judicial District",Walden Shelton ,20.22%
1011,"District Judge, 399th Judicial District",Frank J. Castro ,79.78%
1011,"District Judge, 407th Judicial District",Stephani Walsh ,23.83%
1011,"District Judge, 407th Judicial District",Tina Torres ,76.17%
1011,Sheriff,"Gerard C. ""Gerry"" Rickhoff ",20.85%
1011,Sheriff,Javier Salazar ,78.09%
1011,Sheriff,Write-In Totals ,1.06%
1011,County Tax Assessor-Collector,Stephen David Pennington ,22.54%
1011,County Tax Assessor-Collector,Albert Uresti ,77.46%
1011,"County Commissioner, Precinct No. 1",Gabriel Lara ,24.37%
1011,"County Commissioner, Precinct No. 1","Rebeca ""Becky"" Clay-Flores ",75.63%
1011,CITY OF SAN ANTONIO - PROPOSITION A,FOR ,85.61%
1011,CITY OF SAN ANTONIO - PROPOSITION A,AGAINST ,14.39%
1011,CITY OF SAN ANTONIO - PROPOSITION B,FOR ,85.98%
1011,CITY OF SAN ANTONIO - PROPOSITION B,AGAINST ,14.02%
1011,Advanced Transportation District - Proposition A,FOR ,72.43%
1011,Advanced Transportation District - Proposition A,AGAINST ,27.57%
1012,President and Vice President,Donald J. Trump ,34.81%
1012,President and Vice President,Joseph R. Biden ,64.30%
1012,President and Vice President,Jo Jorgensen ,0.56%
1012,President and Vice President,Howie Hawkins ,0.32%
1012,President and Vice President,Write-In Totals ,0.00%
1012,United States Senator,John Cornyn ,35.56%
1012,United States Senator,"Mary ""MJ"" Hegar ",61.19%
1012,United States Senator,Kerry Douglas McKennon ,2.09%
1012,United States Senator,David B. Collins ,1.09%
1012,United States Senator,Write-In Totals ,0.08%
1012,"United States Representative, District 23",Tony Gonzales ,33.53%
1012,"United States Representative, District 23",Gina Ortiz Jones ,62.67%
1012,"United States Representative, District 23",Beto Villela ,3.81%
1012,Railroad Commissioner,"James ""Jim"" Wright ",33.58%
1012,Railroad Commissioner,Chrysta Casta,63.93%
1012,Railroad Commissioner,Matt Sterett ,1.24%
1012,Railroad Commissioner,"Katija ""Kat"" Gruene ",1.24%
1012,"Chief Justice, Supreme Court",Nathan Hecht ,33.11%
1012,"Chief Justice, Supreme Court",Amy Clark Meachum ,64.54%
1012,"Chief Justice, Supreme Court",Mark Ash ,2.35%
